,external_gene_name,entrezgene_id,chromosome_name,strand,start_position,end_position,logFC,logCPM,F,PValue,FDR
ENSG00000128872.10,TMOD2,29767,15,1,51751597,51816363,0.357610533,2.433879827,1.490331931,0.236143525,0.449972173
ENSG00000128881.17,TTBK2,146057,15,-1,42738730,42920809,0.040138845,3.661456526,0.118746542,0.733939261,0.856308718
ENSG00000128886.12,ELL3,80237,15,-1,43772605,43777315,0.575661315,2.793874639,8.824535992,0.00747194,0.060777192
ENSG00000128891.15,CCDC32,90416,15,-1,40528683,40565054,-0.04434455,3.900652603,0.073533668,0.788995498,0.888432682
ENSG00000128908.16,INO80,54617,15,-1,40978880,41116280,0.004626463,5.466582876,0.002944613,0.957254634,0.977684218
ENSG00000128915.12,ICE2,79664,15,-1,60419609,60479160,-0.070576979,5.415056168,1.249190118,0.276749239,0.494273701
ENSG00000128917.8,DLL4,54567,15,1,40929340,40939073,0.212545092,2.836432596,0.212283008,0.696612318,0.832080156
ENSG00000128923.11,MINDY2,54629,15,1,58771192,58861900,-0.280855296,4.910856482,7.617643812,0.011964018,0.079082212
ENSG00000128928.9,IVD,3712,15,1,40405485,40435947,0.004734379,6.227871486,0.004003177,0.950169302,0.973274881
ENSG00000128944.13,KNSTRN,90417,15,1,40382721,40394288,-0.855808355,4.873748672,14.87887071,0.000959064,0.017595877
ENSG00000128951.14,DUT,1854,15,1,48331011,48343373,-0.266651314,6.062162821,2.570647815,0.124295961,0.314652622
ENSG00000128965.13,CHAC1,79094,15,1,40952962,40956512,0.036217616,2.57283403,0.020112657,0.888619703,0.942719336
ENSG00000128973.13,CLN6,54982,15,-1,68206992,68257211,-0.313826916,5.548961379,2.965924249,0.1002255,0.277721729
ENSG00000128989.10,ARPP19,10776,15,-1,52547045,52569883,-0.29438081,6.729557357,17.83484052,0.000405302,0.011096945
ENSG00000129003.17,VPS13C,54832,15,-1,61852389,62060473,0.337914693,5.375360607,4.97535572,0.037135191,0.154053288
ENSG00000129007.14,CALML4,91860,15,-1,68190705,68206079,-0.211993789,4.665977209,0.715517956,0.407470129,0.61435221
ENSG00000129009.13,ISLR,3671,15,1,74173710,74176872,1.812327672,-1.285755374,9.883552805,0.005041197,0.048365328
ENSG00000129028.9,THAP10,56906,15,-1,70881342,70892433,-0.360299755,2.206127594,5.056662132,0.035773201,0.150569747
ENSG00000129038.16,LOXL1,4016,15,1,73925989,73952137,-0.456480733,1.984772227,2.94346471,0.101436661,0.279531878
ENSG00000129048.6,ACKR4,51554,3,1,132597270,132618967,-0.430394939,-0.44908978,0.565369242,0.460727196,0.657832874
ENSG00000129055.12,ANAPC13,25847,3,-1,134477706,134486716,-0.161132652,5.92313449,0.765833593,0.39173698,0.601607242
ENSG00000129071.9,MBD4,8930,3,-1,129430947,129440179,-0.071659867,5.011695364,0.853790449,0.366326588,0.579974041
ENSG00000129083.12,COPB1,1315,11,-1,14443440,14500027,-0.025610467,7.024626031,0.073888684,0.78849972,0.888432682
ENSG00000129084.17,PSMA1,5682,11,-1,14504874,14643635,-0.451220579,6.754154786,7.4812205,0.012638531,0.081533049
ENSG00000129103.18,SUMF2,25870,7,1,56064002,56080670,-0.018295054,7.473770112,0.026353543,0.87264352,0.934334045
ENSG00000129116.19,PALLD,23022,4,1,168497052,168928457,-0.115541798,6.523609214,1.597899612,0.220511297,0.434223838
ENSG00000129128.13,SPCS3,60559,4,1,176319966,176332245,-0.347632855,6.686601629,14.58083,0.001050708,0.018597947
ENSG00000129158.11,SERGEF,26297,11,-1,17788048,18013047,-0.07500877,3.828420705,0.153815465,0.69899919,0.833361587
ENSG00000129173.13,E2F8,79733,11,-1,19224063,19241620,-1.072018806,3.82088042,43.77998397,1.77E-06,0.000916701
ENSG00000129187.14,DCTD,1635,4,-1,182890060,182917936,-0.300703001,6.873441965,5.180764566,0.033801927,0.144911507
ENSG00000129194.7,SOX15,6665,17,-1,7588178,7590094,0.197916377,3.91837916,0.207412519,0.653632573,0.80218485
ENSG00000129195.16,PIMREG,54478,17,1,6444441,6451469,-0.82222358,4.195999918,11.8695856,0.002515316,0.03145896
ENSG00000129197.14,RPAIN,84268,17,1,5419641,5432877,-0.109320549,4.554121695,0.323991776,0.575457726,0.747692209
ENSG00000129219.14,PLD2,5338,17,1,4807152,4823434,0.521190486,5.651088615,49.87966424,6.91E-07,0.000558289
ENSG00000129226.14,CD68,968,17,1,7579491,7582111,0.143609502,6.21463163,0.449959982,0.509908058,0.69929358
ENSG00000129235.10,TXNDC17,84817,17,1,6640985,6644541,-0.500648914,5.618843861,3.038326595,0.096434879,0.271639025
ENSG00000129245.11,FXR2,9513,17,-1,7591230,7614897,0.147522832,5.785764859,3.457991403,0.077489067,0.238151502
ENSG00000129250.12,KIF1C,10749,17,1,4997950,5028401,0.228626645,7.562181167,4.240404307,0.05251993,0.190516252
ENSG00000129255.16,MPDU1,9526,17,1,7583529,7592789,-0.276323303,5.705888978,1.515227734,0.232402918,0.446034244
ENSG00000129292.20,PHF20L1,51105,8,1,132775358,132848807,0.003559058,5.78061545,0.001263998,0.97198596,0.985818153
ENSG00000129295.9,DNAAF11,23639,8,-1,132570416,132675592,0.7184692,2.219002729,16.10862494,0.000664001,0.014189958
ENSG00000129315.11,CCNT1,904,12,-1,48688458,48716998,-0.129691434,5.515215989,1.393569205,0.251439322,0.466876655
ENSG00000129317.14,PUS7L,83448,12,-1,43718992,43758793,-0.168410353,4.579685695,2.720207112,0.114461363,0.299843361
ENSG00000129347.20,KRI1,65095,19,-1,10553085,10566031,-0.037347561,5.23322701,0.10872689,0.744973545,0.864248872
ENSG00000129351.17,ILF3,3609,19,1,10654304,10692400,-0.100599505,8.419591542,0.797337191,0.382345231,0.593134891
ENSG00000129353.15,SLC44A2,57153,19,1,10602457,10644557,0.367984847,7.043810085,4.979335439,0.037067175,0.153865899
ENSG00000129354.11,AP1M2,10053,19,-1,10572671,10587315,0.037814721,6.065514928,0.018266486,0.893820446,0.944895532
ENSG00000129355.6,CDKN2D,1032,19,-1,10566460,10569059,-0.407141179,2.94646364,3.941707362,0.060766251,0.206854032
ENSG00000129422.14,MTUS1,57509,8,-1,17643795,17801094,0.279070489,5.520179517,1.976562166,0.174861976,0.379949247
ENSG00000129451.12,KLK10,5655,19,-1,51012739,51020175,0.082913705,6.57318358,0.151285626,0.701356042,0.835080516
ENSG00000129455.15,KLK8,11202,19,-1,50996007,51002711,0.688519902,3.975452272,5.687965455,0.026926136,0.127863429
ENSG00000129460.16,NGDN,25983,14,1,23469679,23509862,-0.21045782,5.082015755,1.997462525,0.172700708,0.377397556
ENSG00000129465.16,RIPK3,11035,14,-1,24336025,24340022,0.44744755,3.284058856,7.594932085,0.014494314,0.088663384
ENSG00000129467.13,ADCY4,196883,14,-1,24318349,24335093,0.989539768,0.488556971,4.423146956,0.04810776,0.181160618
ENSG00000129472.15,RAB2B,84932,14,-1,21459020,21476960,0.057446917,4.280301648,0.248330273,0.623604718,0.77972297
ENSG00000129473.9,BCL2L2,599,14,1,23298790,23311751,-0.086817707,5.780294098,0.510578679,0.483018074,0.67702565
ENSG00000129474.16,AJUBA,84962,14,-1,22971177,22982551,0.362029716,6.467510158,8.021950254,0.010189643,0.071776563
ENSG00000129480.13,DTD2,112487,14,-1,31446036,31457506,-0.321529793,4.095344937,9.081654122,0.006780303,0.057332506
ENSG00000129484.13,PARP2,10038,14,1,20343615,20357904,-0.220154204,5.060424928,8.032832997,0.010146121,0.071516615
ENSG00000129493.15,HEATR5A,25938,14,-1,31291788,31420550,0.038242252,5.476611041,0.097018009,0.758611365,0.872406308
ENSG00000129514.6,FOXA1,3169,14,-1,37589552,37596059,0.842497776,5.635220808,16.10598341,0.000664516,0.014189958
ENSG00000129515.19,SNX6,58533,14,-1,34561093,34630160,-0.110971468,6.733226042,2.228402889,0.150860098,0.350090474
ENSG00000129518.9,EAPP,55837,14,-1,34515938,34539704,-0.073825543,5.147482047,0.490169932,0.491791078,0.684553666
ENSG00000129521.13,EGLN3,112399,14,-1,33924227,34462774,-0.213353016,6.481681133,0.407990082,0.530126604,0.713798282
ENSG00000129534.14,MIS18BP1,55320,14,-1,45203190,45253540,-0.357365141,4.841933607,7.370718357,0.01321607,0.083699906
ENSG00000129538.14,RNASE1,6035,14,-1,20801228,20802855,0.03344884,4.475016608,0.014552703,0.905548628,0.949702816
ENSG00000129559.13,NEDD8,4738,14,-1,24216857,24232367,-0.378126528,7.15160542,1.88934693,0.184247536,0.39163868
ENSG00000129562.11,DAD1,1603,14,-1,22564907,22589224,-0.424991985,7.615359396,2.405154187,0.136373613,0.331042091
ENSG00000129566.13,TEP1,7011,14,-1,20365667,20413501,0.06139004,5.367230755,0.092787067,0.763761562,0.874801167
ENSG00000129595.13,EPB41L4A,64097,5,-1,112142441,112419313,1.02207533,2.122460032,7.289829758,0.013657525,0.085272506
ENSG00000129625.13,REEP5,7905,5,-1,112876385,112922289,-0.05098447,7.006846806,0.257770784,0.61712307,0.774205807
ENSG00000129636.12,ITFG1,81533,16,-1,47154387,47464149,0.162553746,5.924940887,4.537185682,0.045568907,0.175224999
ENSG00000129646.14,QRICH2,84074,17,-1,76274049,76308276,0.388133514,0.669145743,0.997136766,0.329749061,0.54653868
ENSG00000129654.8,FOXJ1,2302,17,-1,76136333,76141245,0.026946338,5.832421904,0.014404142,0.905648327,0.949702816
ENSG00000129657.16,SEC14L1,6397,17,1,77088749,77217101,0.044651288,6.219836083,0.072820736,0.789995009,0.888764663
ENSG00000129667.12,RHBDF2,79651,17,-1,76470891,76501790,0.205668204,4.64252181,3.224753601,0.087420804,0.255469407
ENSG00000129675.16,ARHGEF6,9459,X,-1,136665547,136780932,0.769539392,0.026523386,3.168051184,0.09005422,0.260698548
ENSG00000129680.16,MAP7D3,79649,X,-1,136213220,136256482,-0.198407008,4.390019531,2.810100018,0.108993126,0.292100461
ENSG00000129691.15,ASH2L,9070,8,1,38105493,38144076,-0.022842384,5.801586026,0.147694484,0.704741125,0.83701218
ENSG00000129696.12,TTI2,80185,8,-1,33473386,33513185,-0.002153965,3.518863576,0.000375304,0.984732715,0.992469111
ENSG00000129749.3,CHRNA10,57053,11,-1,3665587,3671384,-0.485209075,-0.264736643,1.99970443,0.172470826,0.37716117
ENSG00000129757.13,CDKN1C,1028,11,-1,2883213,2885775,0.53872422,3.659598566,7.838009076,0.010957662,0.074771449
ENSG00000129810.15,SGO1,151648,3,-1,20160593,20186206,-0.808213343,2.960862695,20.04364822,0.000223033,0.007879741
ENSG00000129911.9,KLF16,83855,19,-1,1852399,1863579,-0.042565786,5.086060771,0.194356471,0.663970408,0.809253945
ENSG00000129925.11,PGAP6,58986,16,-1,370788,387113,-0.10584337,6.759839062,0.733253717,0.401817106,0.610131487
ENSG00000129932.8,DOHH,83475,19,-1,3490821,3500674,-0.098659947,4.615942373,0.643048578,0.431888497,0.634271484
ENSG00000129933.21,MAU2,23383,19,1,19320829,19358754,0.362402406,5.468621368,8.580368527,0.008202053,0.063540534
ENSG00000129946.10,SHC2,25759,19,-1,416589,461033,0.727015588,3.666049838,12.62542122,0.001955907,0.026857829
ENSG00000129951.18,PLPPR3,79948,19,-1,812488,821955,0.466744799,4.531200643,0.865887006,0.363021694,0.577498599
ENSG00000129968.15,ABHD17A,81926,19,-1,1876810,1885496,-0.044261801,6.176412416,0.041033938,0.841487112,0.918246224
ENSG00000129988.6,LBP,3929,20,1,38346482,38377013,1.363895467,-0.430752918,4.865773535,0.03906478,0.158442092
ENSG00000129993.14,CBFA2T3,863,16,-1,88874858,88977207,0.20494647,1.744445744,0.147653098,0.704780411,0.83701218
ENSG00000130005.12,GAMT,2593,19,-1,1397026,1401570,-0.199741988,4.12348269,0.517385646,0.480151222,0.674414699
ENSG00000130021.13,PUDP,8226,X,-1,6667865,7148158,-0.061545675,4.22334295,0.388938684,0.539796833,0.721726667
ENSG00000130023.16,ERMARD,55780,6,1,169751622,169781600,0.045556389,3.728909747,0.229176575,0.637246493,0.789016478
ENSG00000130024.15,PHF10,55274,6,-1,169703902,169725566,-0.191483109,6.067053722,1.331540586,0.261924699,0.47846312
ENSG00000130038.9,CRACR2A,84766,12,-1,3606633,3764819,-0.234027372,2.134357847,0.523886122,0.47744025,0.671587319
ENSG00000130045.16,NXNL2,158046,9,1,88534033,88584274,0.379492204,0.705619996,1.980528212,0.174449316,0.379568792
ENSG00000130052.13,STARD8,9754,X,1,68647666,68725842,-0.05276918,2.8690785,0.089176889,0.768258941,0.876773095
ENSG00000130054.4,NALF2,27112,X,1,69504326,69532508,0.115276271,2.042261719,0.277538695,0.604023749,0.766336998
ENSG00000130055.13,GDPD2,54857,X,1,70423031,70433390,0.536013767,0.800085343,1.731560553,0.202866323,0.413969
ENSG00000130066.16,SAT1,6303,X,1,23783173,23786210,-0.312454271,6.875188655,2.578442677,0.123759237,0.313647587
ENSG00000130119.16,GNL3L,54552,X,1,54530183,54621521,-0.047672351,4.602819359,0.131169199,0.720962528,0.84827154
ENSG00000130147.16,SH3BP4,23677,2,1,234952017,235055714,0.156519392,6.417839156,5.139348845,0.034445788,0.146784172
ENSG00000130150.12,MOSPD2,158747,X,1,14873421,14922327,-0.104948738,3.939902723,0.882821907,0.358466826,0.573325593
ENSG00000130158.14,DOCK6,57572,19,-1,11199295,11262524,0.344775775,5.5362747,3.835794895,0.064039737,0.213571494
ENSG00000130159.14,ECSIT,51295,19,-1,11505929,11529172,0.03489646,5.205720402,0.039643554,0.844158133,0.919801055
ENSG00000130164.13,LDLR,3949,19,1,11089462,11133820,-0.774547945,6.348657988,12.31861946,0.002164414,0.028786169
ENSG00000130165.10,ELOF1,84337,19,-1,11551147,11559230,-0.159566768,5.109208188,0.690159632,0.415766093,0.620608297
ENSG00000130175.9,PRKCSH,5589,19,1,11435284,11450968,0.200983984,8.078552293,3.974601684,0.059788967,0.204987898
ENSG00000130177.16,CDC16,8881,13,1,114234887,114272723,-0.084259027,5.593518313,1.753379558,0.2001565,0.410864898
ENSG00000130193.8,THEM6,51337,8,1,142727223,142736927,0.065286824,5.85673424,0.372367979,0.548481535,0.727958052
ENSG00000130202.10,NECTIN2,5819,19,1,44846175,44889223,0.173959612,6.769337414,3.307806305,0.083723645,0.249016731
ENSG00000130203.10,APOE,348,19,1,44905791,44909393,-0.23275458,6.457872782,1.339513366,0.260545406,0.47722962
ENSG00000130204.13,TOMM40,10452,19,1,44890569,44903689,-0.29553351,6.783402443,2.094155873,0.163116881,0.365444343
ENSG00000130208.9,APOC1,341,19,1,44914247,44919349,-0.652104136,3.276981419,3.39512497,0.080030937,0.242362743
ENSG00000130222.11,GADD45G,10912,9,1,89605012,89606555,0.322499603,2.005512412,1.350028394,0.258740792,0.474763448
ENSG00000130227.17,XPO7,23039,8,1,21919662,22006585,-0.090593165,6.460041403,1.055289747,0.316367163,0.534152129
ENSG00000130244.12,FAM98C,147965,19,1,38403093,38409088,0.153233431,4.482948207,0.657307214,0.426907359,0.629553117
ENSG00000130254.12,SAFB2,9667,19,-1,5586999,5624046,0.267488716,6.098283756,2.67249483,0.117495185,0.304850342
ENSG00000130255.13,RPL36,25873,19,1,5674947,5691875,-0.2803899,8.877282071,0.859992457,0.364626724,0.578627482
ENSG00000130270.16,ATP8B3,148229,19,-1,1782075,1812276,-0.212050983,3.64094977,2.023910828,0.170012437,0.374377558
ENSG00000130294.16,KIF1A,547,2,-1,240713761,240824293,-0.48319649,1.203379292,0.871435426,0.361520226,0.576224996
ENSG00000130299.17,GTPBP3,84705,19,1,17334920,17342731,0.052173653,4.534438634,0.228879279,0.637463727,0.789212904
ENSG00000130303.13,BST2,684,19,-1,17402939,17405630,-0.050043931,6.510500496,0.071037455,0.792518407,0.889824368
ENSG00000130304.17,SLC27A1,376497,19,1,17468769,17506168,0.363761919,4.541630639,6.27825989,0.020829863,0.109699112
ENSG00000130305.16,NSUN5,55695,7,-1,73302516,73308826,-0.042098318,5.297589709,0.163200407,0.690447452,0.8276273
ENSG00000130309.11,COLGALT1,79709,19,1,17555649,17583162,-0.219056294,7.390094876,4.153523256,0.054778479,0.194369406
ENSG00000130311.11,DDA1,79016,19,1,17309518,17323298,-0.011113332,5.533878509,0.00812371,0.929065227,0.962284399
ENSG00000130312.6,MRPL34,64981,19,1,17292609,17306843,-0.074878441,5.125877405,0.113527127,0.739619289,0.860780355
ENSG00000130313.7,PGLS,25796,19,1,17511636,17521288,-0.028236777,6.020204367,0.018127151,0.894223615,0.944895532
ENSG00000130332.15,LSM7,51690,19,-1,2321520,2328611,-0.449673582,6.074135114,1.980397278,0.17446292,0.379568792
ENSG00000130338.13,TULP4,56995,6,1,158232236,158511828,0.001555545,4.360335661,0.000182351,0.989357619,0.994451693
ENSG00000130340.15,SNX9,51429,6,1,157700387,157945077,-0.296569231,6.233679406,15.67104871,0.0007556,0.015145738
ENSG00000130347.12,RTN4IP1,84816,6,-1,106570771,106629498,-0.039821067,3.024413984,0.095683833,0.760221849,0.87262811
ENSG00000130348.11,QRSL1,55278,6,1,106629578,106668417,-0.081633032,4.564881139,0.918374692,0.349167602,0.564823779
ENSG00000130349.10,MTRES1,51250,6,1,107028199,107051586,-0.233599843,3.212526758,2.499905969,0.129295757,0.321508924
ENSG00000130363.11,RSPH3,83861,6,-1,158972871,159000202,-0.079166452,4.435771196,0.617277584,0.441127337,0.64150587
ENSG00000130382.9,MLLT1,4298,19,-1,6210381,6279975,0.196899451,6.053720637,2.406746065,0.136250932,0.330863539
ENSG00000130396.20,AFDN,4301,6,1,167826893,167972023,0.193654796,6.764895036,1.626720258,0.2165479,0.43003099
ENSG00000130402.12,ACTN4,81,19,1,38647649,38731589,0.027676706,9.63610007,0.052017993,0.821867919,0.905937878
ENSG00000130413.15,STK33,65975,11,-1,8391868,8594289,0.517052221,1.141634181,0.865473837,0.363133863,0.577498599
ENSG00000130414.12,NDUFA10,4705,2,-1,239892450,240025743,-0.036590055,6.922173913,0.111622734,0.741728066,0.862191668
ENSG00000130429.14,ARPC1B,10095,7,1,99374249,99394816,-0.291430061,10.08255774,3.687914543,0.068955432,0.222854232
ENSG00000130433.7,CACNG6,59285,19,1,53991637,54012666,0.072060801,0.324017296,0.020753639,0.886871439,0.94145782
ENSG00000130449.6,ZSWIM6,57688,5,1,61332258,61546172,-0.013208997,4.193548676,0.004940532,0.944650934,0.969925153
ENSG00000130475.14,FCHO1,23149,19,1,17747718,17788568,0.281235183,3.485803018,0.82253272,0.375071751,0.586930426
ENSG00000130479.11,MAP1S,55201,19,1,17719242,17734513,0.21658622,5.685985868,1.93735196,0.179006925,0.385179438
ENSG00000130508.11,PXDN,7837,2,-1,1631887,1744852,0.26181622,6.386175046,0.931404999,0.349488426,0.564877741
ENSG00000130511.16,SSBP4,170463,19,1,18418864,18434562,-0.013771025,5.94697966,0.012823163,0.910952181,0.952532672
ENSG00000130513.6,GDF15,9518,19,1,18374731,18389176,-0.109514353,4.962087577,0.317207635,0.579453638,0.750287466
ENSG00000130517.14,PGPEP1,54858,19,1,18340598,18369950,0.255020045,4.883792939,3.25392319,0.086101067,0.253172098
ENSG00000130518.17,IQCN,80726,19,-1,18257098,18274500,0.979155435,1.498220037,8.203151248,0.009491279,0.068846275
ENSG00000130520.10,LSM4,25804,19,-1,18306236,18323112,-0.499374332,7.155865138,3.535992232,0.074464106,0.232290762
ENSG00000130522.5,JUND,3727,19,-1,18279694,18281622,0.214034638,6.895558041,4.102194652,0.056164932,0.197221491
ENSG00000130529.16,TRPM4,54795,19,1,49157741,49211836,0.495113495,5.634488753,11.44847114,0.002902369,0.034203769
ENSG00000130544.12,ZNF557,79230,19,1,7069703,7087968,-0.141036292,2.519210301,0.632499917,0.435632749,0.637093043
ENSG00000130545.16,CRB3,92359,19,1,6463777,6467221,0.482885,3.870858127,1.750201707,0.20054835,0.411207453
ENSG00000130559.19,CAMSAP1,157922,9,-1,135808487,135907546,-0.029873458,6.073919971,0.122650511,0.729781865,0.853609041
ENSG00000130560.8,UBAC1,10422,9,-1,135932969,135961373,-0.130975984,5.926191974,0.748999843,0.396897178,0.606249231
ENSG00000130584.11,ZBTB46,140685,20,-1,63743668,63832038,0.191113678,3.003302433,2.131642885,0.159576463,0.361802784
ENSG00000130589.16,HELZ2,85441,20,-1,63558086,63574239,0.264075257,6.729577221,1.688458505,0.208355709,0.420268253
ENSG00000130590.14,SAMD10,140700,20,-1,63974116,63980008,0.25224887,3.550623676,4.970086295,0.037225468,0.15409559
ENSG00000130592.15,LSP1,4046,11,1,1850904,1892267,0.4214036,0.417468599,0.74037865,0.399579561,0.608311108
ENSG00000130635.15,COL5A1,1289,9,1,134641803,134844843,0.07546421,1.717190597,0.026791055,0.871600488,0.933931953
ENSG00000130638.17,ATXN10,25814,22,1,45671798,45845307,-0.079060329,6.403782637,0.845363732,0.368654692,0.581813556
ENSG00000130640.13,TUBGCP2,10844,10,-1,133278635,133318823,-0.012700557,6.700840528,0.028664853,0.867229473,0.931471255
ENSG00000130649.10,CYP2E1,1571,10,1,133520406,133561220,1.112860566,0.925923622,4.212059459,0.053244871,0.191562077
ENSG00000130653.16,PNPLA7,375775,9,-1,137459952,137550402,1.429630302,3.317898545,28.77200942,2.84E-05,0.00260099
ENSG00000130669.17,PAK4,10298,19,1,39125770,39182816,0.044838467,6.663661332,0.325200633,0.574751567,0.747271722
ENSG00000130675.15,MNX1,3110,7,-1,156994051,157010663,0.522917567,2.79508943,8.569539476,0.008236225,0.063616757
ENSG00000130684.14,ZNF337,26152,20,-1,25673195,25696853,0.143289959,4.494615912,1.021698048,0.324003259,0.541207845
ENSG00000130695.15,CEP85,64793,1,1,26234200,26278808,-0.309212191,4.877061913,4.167016865,0.054420525,0.19392711
ENSG00000130699.18,TAF4,6874,20,-1,61953469,62065881,-0.034124561,4.773315596,0.048960235,0.827091106,0.909388392
ENSG00000130701.4,RBBP8NL,140893,20,-1,62410237,62427539,0.803146151,2.322400875,5.295170781,0.032092898,0.140525604
ENSG00000130702.15,LAMA5,3911,20,-1,62307955,62367312,0.548730545,8.558074492,4.973588084,0.037165447,0.154054259
ENSG00000130703.16,OSBPL2,9885,20,1,62231922,62296213,0.284301603,5.843594813,6.680644357,0.017565231,0.099246502
ENSG00000130706.13,ADRM1,11047,20,1,62302093,62308862,-0.167045076,7.355964462,1.252380391,0.276154591,0.493844748
ENSG00000130707.17,ASS1,445,9,1,130444961,130501274,0.624993453,7.141715715,11.19240157,0.003169728,0.036259195
ENSG00000130713.16,EXOSC2,23404,9,1,130693721,130707288,-0.420521523,4.784537908,12.23740656,0.002223642,0.029276636
ENSG00000130714.16,POMT1,10585,9,1,131502789,131523806,0.38187669,4.878476568,16.92681525,0.000523835,0.012555263
ENSG00000130717.13,UCK1,83549,9,-1,131523801,131531264,0.04779005,5.239126561,0.14718714,0.705223174,0.837303194
ENSG00000130720.13,FIBCD1,84929,9,-1,130902438,130939286,-0.007726987,4.241375616,9.67E-05,0.992251757,0.996013969
ENSG00000130724.8,CHMP2A,27243,19,-1,58551452,58555105,-0.048818429,6.891470393,0.101547705,0.753232809,0.869293654
ENSG00000130725.7,UBE2M,9040,19,-1,58555712,58558954,-0.164404528,6.227452342,1.918823633,0.18100758,0.38731884
ENSG00000130726.12,TRIM28,10155,19,1,58544064,58550722,0.024466807,8.328935339,0.05555185,0.8160293,0.902782542
ENSG00000130731.16,METTL26,84326,16,-1,634427,636366,-0.336387113,5.662869039,1.531190328,0.230044344,0.443543624
ENSG00000130733.10,YIPF2,78992,19,-1,10922185,10928681,0.200793731,5.813447228,2.766318209,0.111616955,0.295408317
ENSG00000130734.10,ATG4D,84971,19,1,10543895,10553418,0.099273133,4.043491969,0.837691559,0.370793095,0.583547493
ENSG00000130741.11,EIF2S3,1968,X,1,24054946,24078810,-0.306188326,7.499120098,16.83447548,0.000537887,0.012736578
ENSG00000130748.7,TMEM160,54958,19,-1,47045909,47048624,-0.225845333,4.791775999,0.754611354,0.395165758,0.604692594
ENSG00000130749.10,ZC3H4,23211,19,-1,47064187,47113776,0.398405105,5.315034172,8.130967587,0.009762882,0.069950009
ENSG00000130751.9,NPAS1,4861,19,1,47019837,47045775,0.201396765,1.482065365,0.473967687,0.498953529,0.690102068
ENSG00000130755.13,GMFG,9535,19,-1,39328353,39342372,-0.822795316,-0.956688587,1.672869699,0.210386874,0.422530371
ENSG00000130758.8,MAP3K10,4294,19,1,40191426,40215575,0.214523475,4.09069963,3.53949864,0.074331365,0.232037886
ENSG00000130762.15,ARHGEF16,27237,1,1,3454665,3481113,0.115540948,5.314751258,0.654675307,0.427819989,0.630220391
ENSG00000130764.10,LRRC47,57470,1,-1,3778559,3796498,0.243675349,5.792397035,7.534390296,0.012370723,0.08064898
ENSG00000130766.5,SESN2,83667,1,1,28259518,28282491,0.28845618,4.15246283,3.666646239,0.069697568,0.224438498
ENSG00000130768.15,SMPDL3B,27293,1,1,27935000,27959157,0.53915225,4.403228879,2.058779427,0.166546041,0.369496993
ENSG00000130770.18,ATP5IF1,93974,1,1,28236109,28246906,-0.074357631,6.765815275,0.13280998,0.7193015,0.846992248
ENSG00000130772.14,MED18,54797,1,1,28329002,28335965,0.036314471,4.139344909,0.107226952,0.746673524,0.865177838
ENSG00000130775.16,THEMIS2,9473,1,1,27872543,27886685,-0.257470226,3.077388732,0.573539953,0.457549251,0.655309773
ENSG00000130779.20,CLIP1,6249,12,-1,122271432,122422669,-0.028071817,6.342615739,0.058815606,0.810809116,0.900430202
ENSG00000130787.14,HIP1R,9026,12,1,122834453,122862961,0.279651077,5.19974289,2.443682756,0.133441073,0.326971274
ENSG00000130803.15,ZNF317,57693,19,1,9140397,9163424,0.018350924,5.091150319,0.044628432,0.834793251,0.914274745
ENSG00000130810.20,PPAN,56342,19,1,10106362,10112012,-0.127019952,5.140220486,1.024980563,0.323245912,0.540698902
ENSG00000130811.12,EIF3G,8666,19,-1,10115014,10119918,-0.003509061,7.384222357,0.000390071,0.984435299,0.992317853
ENSG00000130813.18,SHFL,55337,19,1,10086122,10093252,0.339965024,5.051218203,21.92220448,0.000137882,0.005873235
ENSG00000130816.16,DNMT1,1786,19,-1,10133342,10231286,-0.63009042,6.507983028,11.75622682,0.002613556,0.032241141
ENSG00000130818.12,ZNF426,79088,19,-1,9523223,9538645,0.149099325,3.673069932,1.338697928,0.26068604,0.477357391
ENSG00000130821.16,SLC6A8,6535,X,1,153687926,153696588,-0.064624949,6.912986659,0.230817746,0.636050428,0.787970134
ENSG00000130822.15,PNCK,139728,X,-1,153669733,153689010,0.671472121,0.235348313,2.060122278,0.166414278,0.36944571
ENSG00000130826.18,DKC1,1736,X,1,154762742,154777689,-0.436071909,7.094259797,13.42120575,0.001511433,0.023214373
ENSG00000130827.6,PLXNA3,55558,X,1,154458281,154477779,0.209580001,6.1020497,0.819434376,0.375955162,0.587552621
ENSG00000130829.18,DUSP9,1852,X,1,153642492,153651326,-0.024301018,2.061862786,0.017615656,0.895717345,0.94533867
ENSG00000130830.15,MPP1,4354,X,-1,154778684,154821007,0.465435639,4.220091743,9.785601519,0.005224351,0.049349231
ENSG00000130844.17,ZNF331,55422,19,1,53519527,53580269,-0.458967214,2.159850917,1.9136332,0.181572964,0.388158677
ENSG00000130856.16,ZNF236,7776,18,1,76822557,76972901,0.059575487,3.865999021,0.14635384,0.706017012,0.837742174
ENSG00000130881.14,LRP3,4037,19,1,33177603,33208864,-0.161560577,5.112161554,0.654215646,0.427979693,0.63038671
ENSG00000130921.7,MTRFR,91574,12,1,123233385,123258079,-0.276565354,4.52819187,3.755350623,0.066661823,0.21852878
ENSG00000130935.10,NOL11,25926,17,1,67717931,67744531,-0.294709504,5.754685943,13.75212153,0.001360541,0.021871306
