,ensembl_gene_id,external_gene_name,entrezgene_id,chromosome_name,strand,start_position,end_position,gene_biotype,ERKi_1_hr.logFC,ERKi_1_hr.FDR,ERKi_12_hr.logFC,ERKi_12_hr.FDR,ERKi_4_hr.logFC,ERKi_4_hr.FDR,ERKi_24_hr.logFC,ERKi_24_hr.FDR
ENSG00000131115.16,ENSG00000131115,ZNF227,7770,19,1,44207547,44237268,protein_coding,-0.188129267666554,0.262906186817241,0.118510702022983,0.289099619496557,0.196583612821501,0.145273808178378,0.24313488071534,0.0214709457989924
ENSG00000131116.12,ENSG00000131116,ZNF428,126299,19,-1,43607224,43619629,protein_coding,0.12986905004437,0.293256437210188,0.20001422066721,0.0143683052811529,0.147910173558291,0.1304332432456,0.215409589315239,0.00603340378088728
ENSG00000131127.14,ENSG00000131127,ZNF141,7700,4,1,337814,384868,protein_coding,-0.673341414037185,0.408199824537221,-0.4455003811942,0.545843167669203,-0.302598783842912,0.658100631289132,-0.378060416672254,0.61407278241144
ENSG00000131143.8,ENSG00000131143,COX4I1,1327,16,1,85798633,85807068,protein_coding,0.127161792543686,0.149207683076909,0.166052247636326,0.00861442317736273,0.152813655061797,0.0391445103304946,0.13144953305605,0.0255550445569737
ENSG00000131148.9,ENSG00000131148,EMC8,10328,16,-1,85771758,85799608,protein_coding,-0.0168439531105989,0.965113973592417,-0.459070165005796,3.27730442912363e-05,-0.00548496967148061,0.972517406068418,-0.746929402719952,1.48290309969944e-08
ENSG00000131149.19,ENSG00000131149,GSE1,23199,16,1,85169525,85676204,protein_coding,-0.210266162868121,0.253297512301784,0.52742178869942,0.000124803262244078,0.293697413347362,0.0451265213969293,0.524496412539562,6.0740399163167e-05
ENSG00000131153.9,ENSG00000131153,GINS2,51659,16,-1,85676198,85690073,protein_coding,0.117606019102426,0.895383304136823,-0.644293414800935,0.0338432659344404,0.097932244341624,0.839901548844703,-1.59479423241794,6.38883577066653e-06
ENSG00000131165.15,ENSG00000131165,CHMP1A,5119,16,-1,89640816,89657738,protein_coding,-0.0828639678826336,0.302254246250805,-0.158758665085039,0.00337039750928911,-0.1507049178436,0.0160497406899255,-0.200449790440814,0.000216075826354499
ENSG00000131171.13,ENSG00000131171,SH3BGRL,6451,X,1,81202102,81298547,protein_coding,0.0896617491868938,0.727641805366048,0.412293806356346,0.000972450773173739,0.185591097533876,0.194253225194666,0.992859011454281,5.61132904185172e-09
ENSG00000131174.6,ENSG00000131174,COX7B,1349,X,1,77899440,77907376,protein_coding,0.2905670016089,0.0285684008711335,0.445734665625847,7.72243758729265e-05,0.332628868043156,0.00569588123587241,0.514589979139081,5.21899066605299e-06
ENSG00000131187.9,ENSG00000131187,F12,2161,5,-1,177402141,177409564,protein_coding,0.0992254768512848,0.714012622312421,-0.747513578352595,3.08582889797252e-06,-0.273639256547156,0.0714398675686926,-0.993793618222262,1.67997030715986e-08
ENSG00000131188.12,ENSG00000131188,PRR7,80758,5,1,177446445,177456286,protein_coding,0.011391656787359,0.991261160106703,-1.57600218625009,2.32440870561162e-06,-0.516562572576948,0.0919444946085027,-1.62708930521026,4.48045923729133e-07
ENSG00000131196.17,ENSG00000131196,NFATC1,4772,18,1,79395856,79529325,protein_coding,-0.221094729552595,0.735361173478979,-0.337189561840835,0.259494154874842,-0.073058151274076,0.87775353944709,0.00830204757888908,0.97760030317619
ENSG00000131233.9,ENSG00000131233,GJA9,81025,1,-1,38874069,38881587,protein_coding,-0.0608587035491224,0.977878039677,1.26970495542984,0.0125428539399893,0.265615019030576,0.710865954925741,1.5218213511692,0.00207836261542859
ENSG00000131236.17,ENSG00000131236,CAP1,10487,1,1,40040233,40072649,protein_coding,0.0396964854253229,0.910503078689678,-0.490583899924236,0.000125772417012299,-0.263879452875182,0.0526163263259692,-0.448601808325361,0.000163959057837353
ENSG00000131238.17,ENSG00000131238,PPT1,5538,1,-1,40072710,40097260,protein_coding,0.0562878984200009,0.855795488773906,-0.0739531807368366,0.540808362064348,-0.00271492297733086,0.988142934918023,0.038252231731396,0.740333261492571
ENSG00000131242.18,ENSG00000131242,RAB11FIP4,84440,17,1,31391675,31538211,protein_coding,0.0246756418838665,0.985076314692316,1.01961013416229,0.0015179300496195,0.603577894675192,0.0940675331487737,1.41764214716412,2.5823893169628e-05
ENSG00000131263.12,ENSG00000131263,RLIM,51132,X,-1,74582976,74614624,protein_coding,-0.135215080807098,0.322538129003545,-0.29152427747998,0.00163502533113304,-0.149846895698536,0.16022831165232,-0.227106229349345,0.00748714087877605
ENSG00000131269.17,ENSG00000131269,ABCB7,22,X,-1,75051048,75156732,protein_coding,0.0661122797242311,0.653735641263651,0.120792457784326,0.0977305813986688,0.114185898315629,0.202862144341706,0.10283812035757,0.134138151222733
ENSG00000131323.14,ENSG00000131323,TRAF3,7187,14,1,102777449,102911500,protein_coding,-0.266468214514458,0.215003697922015,-0.650587102135342,9.00119092565961e-05,-0.224680898683512,0.208069066995891,-0.755856327555844,5.86877854066598e-06
ENSG00000131351.15,ENSG00000131351,HAUS8,93323,19,-1,17049729,17075625,protein_coding,0.0494493147115671,0.923633744127594,-0.025195288349158,0.885711948161827,0.136671602278196,0.516883519534408,-0.828591258389997,4.58888013053188e-06
ENSG00000131368.8,ENSG00000131368,MRPS25,64432,3,-1,15042460,15065317,protein_coding,-0.00800917599255787,0.990546492263968,-0.343325887342129,0.0112357311744438,-0.0776289317940439,0.685549695274461,-0.615031264624958,2.56775759423766e-05
ENSG00000131370.16,ENSG00000131370,SH3BP5,9467,3,-1,15254353,15341368,protein_coding,0.0381405532022998,0.950669017977824,-0.47877155766858,0.00359404721161574,-0.351118113322336,0.0649339506667616,-0.284618492800496,0.056870499760645
ENSG00000131373.14,ENSG00000131373,HACL1,26061,3,-1,15560699,15601852,protein_coding,0.0293107806167885,0.952722982902966,0.0546317546212088,0.68990597189549,0.13364086067465,0.421280217866723,-0.193500230011605,0.106398290841367
ENSG00000131374.14,ENSG00000131374,TBC1D5,9779,3,-1,17157162,18444817,protein_coding,0.224016196242459,0.0588052851437517,0.148772056770292,0.0868167240939513,-0.0675603627049858,0.574921435265873,0.2957456482894,0.000794264311926976
ENSG00000131375.10,ENSG00000131375,CAPN7,23473,3,1,15206152,15252916,protein_coding,0.0381582514504159,0.730152791753198,0.115697896831013,0.0225886240414537,0.0892053452441944,0.145669629208218,0.194688629592807,0.000206266936718785
ENSG00000131378.14,ENSG00000131378,RFTN1,23180,3,-1,16313574,16514026,protein_coding,-0.0807497874102412,0.970441217356027,-1.73383745799209,0.00188809608866353,-0.876389981298298,0.15347047590485,-1.48278641536001,0.00452283143201245
ENSG00000131381.12,ENSG00000131381,RBSN,64145,3,-1,15070073,15099163,protein_coding,-0.241355758407446,0.00798187186249293,-0.0976093965608192,0.150435582970869,-0.0471747231537111,0.621865956416882,-0.158723401006185,0.014969284530397
ENSG00000131389.17,ENSG00000131389,SLC6A6,6533,3,1,14402576,14489349,protein_coding,-0.229014374953095,0.562812881443176,-0.0943438343500941,0.684235827543768,0.0487320569851922,0.890152935040343,-0.114093404358488,0.589425489517971
ENSG00000131398.13,ENSG00000131398,KCNC3,3748,19,-1,50311937,50333515,protein_coding,-0.0474371676133007,0.955846644621585,0.368373364980766,0.0971892854545569,-0.114129543158042,0.729097647927346,1.09461440286201,1.3075157924684e-05
ENSG00000131400.8,ENSG00000131400,NAPSA,9476,19,-1,50358477,50365830,protein_coding,0.287033730999792,0.781115195641785,1.35206655683018,0.00264090318431839,0.249936905831048,0.995638363830829,1.97326937903402,3.24039932107541e-05
ENSG00000131408.14,ENSG00000131408,NR1H2,7376,19,1,50329653,50383388,protein_coding,0.0479116673263128,0.799875292624314,0.144885593197901,0.0621710252847785,0.017066979215108,0.89250304811121,0.264779109757391,0.00077710069586998
ENSG00000131437.15,ENSG00000131437,KIF3A,11127,5,-1,132692628,132737638,protein_coding,-0.0860775276532583,0.553620949044261,-0.0174446355898815,0.843283354156851,0.0153403041454204,0.905400352409376,0.240826531108592,0.00228844937711762
ENSG00000131446.16,ENSG00000131446,MGAT1,4245,5,-1,180784780,180815652,protein_coding,-0.101305052752048,0.590621285681832,-0.17559395745931,0.0797773176838636,-0.229105441851197,0.0582289629443343,-0.155798272109476,0.0996198510215868
ENSG00000131459.13,ENSG00000131459,GFPT2,9945,5,-1,180300698,180353336,protein_coding,-0.41449420688222,0.612287292956601,-0.669810694327142,0.121437355772948,-0.443215451400727,0.42783565913471,-0.513082730697437,0.206934285980872
ENSG00000131462.8,ENSG00000131462,TUBG1,7283,17,1,42609641,42615238,protein_coding,-0.0181422518152403,0.982193576328047,-0.117136726275105,0.536410534572109,-0.0178400730180422,0.953329117301315,-1.01340682826899,2.52369916039098e-06
ENSG00000131467.10,ENSG00000131467,PSME3,10197,17,1,42824385,42843760,protein_coding,0.0131084029727446,0.98067015722154,-0.52345611155335,8.42036172057653e-05,-0.111078306763209,0.47405916502017,-0.799086780106067,1.14952048520179e-07
ENSG00000131469.14,ENSG00000131469,RPL27,6155,17,1,42998273,43002959,protein_coding,0.165644629630512,0.299316699534282,-0.034180652743494,0.761715291908834,0.144588691855223,0.262092967751896,-0.18413279849561,0.060084123306066
ENSG00000131470.14,ENSG00000131470,PSMC3IP,29893,17,-1,42572310,42577831,protein_coding,-0.163747932998151,0.769582330061166,-0.721838083592382,0.00404599364026339,-0.0462430441987968,0.905560956744447,-1.65102943706521,1.65433178840301e-07
ENSG00000131471.7,ENSG00000131471,AOC3,8639,17,1,42851184,42858130,protein_coding,-0.344855208467111,0.698452250322239,0.290091087182186,0.327350922680043,-0.238865496066321,0.554554928345245,0.686140592033624,0.0151270433344363
ENSG00000131473.17,ENSG00000131473,ACLY,47,17,-1,41866917,41930542,protein_coding,-0.112904884771272,0.572554477993357,0.169746629005824,0.117248272905296,-0.125016448986505,0.369812706733313,0.198761214379746,0.0525736100005332
ENSG00000131475.7,ENSG00000131475,VPS25,84313,17,1,42773449,42779599,protein_coding,0.0892859603790233,0.379760474496935,-0.0925921929260541,0.140387461467182,0.0955008950834511,0.217177443654298,-0.224954583404543,0.0004759378305636
ENSG00000131477.11,ENSG00000131477,RAMP2,10266,17,1,42758447,42763041,protein_coding,0.0228871984108855,0.991796417036451,-0.629775341586642,0.19996356210393,-0.659796898810651,0.432848221253286,-1.33155853784858,0.0077096199453281
ENSG00000131480.9,ENSG00000131480,AOC2,314,17,1,42844580,42850707,protein_coding,-0.303484023414644,0.646916285750293,0.0560320449463331,0.773951862340486,-0.243205862174455,0.276900445591557,0.126677858281157,0.459579779344043
ENSG00000131495.8,ENSG00000131495,NDUFA2,4695,5,-1,140638740,140647771,protein_coding,0.267433768106533,0.0320754642077015,0.483113674820489,1.51228658160187e-05,0.288044940994638,0.0100809126423861,0.490555324872548,4.2480652087576e-06
ENSG00000131503.21,ENSG00000131503,ANKHD1,54882,5,1,140401814,140539856,protein_coding,0.00696413629823634,0.975096422709432,0.0244595452794182,0.636842458387666,0.0223307119996489,0.763089675767491,0.0952930549517762,0.0389888373120033
ENSG00000131504.17,ENSG00000131504,DIAPH1,1729,5,-1,141515016,141619055,protein_coding,-0.279589167895888,0.0983719246702743,-0.433172607506922,0.00091866595336534,-0.319701226224885,0.0287849441869907,-0.722208801226873,9.35237464131752e-07
ENSG00000131507.11,ENSG00000131507,NDFIP1,80762,5,1,142108779,142154440,protein_coding,0.104427671375768,0.484608462131315,0.148717826704546,0.0839554344275492,0.0975474604012291,0.379927640890787,0.325759847562009,0.000270767460297228
ENSG00000131508.16,ENSG00000131508,UBE2D2,7322,5,1,139526431,139628434,protein_coding,0.0110703323093492,0.97128464884151,-0.144968667964216,0.037018620041757,0.063462059712296,0.494138493445325,-0.295608253678504,6.79973833616388e-05
ENSG00000131558.15,ENSG00000131558,EXOC4,60412,7,1,133253073,134066589,protein_coding,0.0733709926080166,0.564089372344436,0.301380896680707,0.000115081621081718,-0.0673091953231641,0.463720854565921,0.549679896601599,1.41706916893086e-08
ENSG00000131584.19,ENSG00000131584,ACAP3,116983,1,-1,1292390,1309609,protein_coding,0.136572917386258,0.505096625051117,0.0799019409504311,0.510526446312973,-0.0076852333878454,0.968990537745526,0.143694473842607,0.189667281440928
ENSG00000131591.17,ENSG00000131591,C1orf159,54991,1,-1,1081818,1116361,protein_coding,-0.107531069977766,0.714758239060481,0.073443945439463,0.610672890383431,-0.0873105640341984,0.652929640868592,-0.215291772480939,0.0943456129785766
ENSG00000131620.17,ENSG00000131620,ANO1,55107,11,1,70078302,70189528,protein_coding,-0.376450597292787,0.384533720106421,-1.00363702397534,0.000611661832331689,-0.594514106068476,0.0664201760228781,-1.68182203932843,5.21384120363079e-07
ENSG00000131626.18,ENSG00000131626,PPFIA1,8500,11,1,70270690,70385312,protein_coding,-0.11261555324208,0.381907813298426,-0.291970771559957,0.000675647618138947,-0.125247202922109,0.199393533940231,-0.415229608712092,5.17174052753392e-06
ENSG00000131650.14,ENSG00000131650,KREMEN2,79412,16,1,2964216,2968383,protein_coding,-0.0468776143347539,0.962682612239162,0.411981108836212,0.0978295305738893,0.219353800477048,0.511137943445661,0.113253988093342,0.643421062054929
ENSG00000131652.14,ENSG00000131652,THOC6,79228,16,1,3024027,3027755,protein_coding,0.110033912995133,0.570257757118629,0.245114644348852,0.0207621232945246,0.155344373322254,0.230100373861039,-0.0429539116624865,0.676944431537347
ENSG00000131653.13,ENSG00000131653,TRAF7,84231,16,1,2155698,2178129,protein_coding,-0.0247663542648098,0.908615764698021,0.0030689593352402,0.969179009742524,-0.0621767658026488,0.506769197079168,-0.0643368429401578,0.328259376770557
ENSG00000131669.10,ENSG00000131669,NINJ1,4814,9,-1,93121496,93134251,protein_coding,-0.118902481874042,0.809365064702524,0.37235007345104,0.0611989907171087,0.439344640254196,0.0668797061184387,0.565647194676485,0.00391994304301729
ENSG00000131697.18,ENSG00000131697,NPHP4,261734,1,-1,5862811,5992473,protein_coding,0.00256947159556656,0.993835045172374,0.0588079992461278,0.542859344234148,0.01352359836523,0.928727893392859,-0.0421506128810138,0.641021011008537
ENSG00000131711.15,ENSG00000131711,MAP1B,4131,5,1,72107234,72209565,protein_coding,-0.599797738537851,0.121739448120102,-0.461403715592285,0.093946845844963,-0.271009894991784,0.459146703435525,-0.457863726459003,0.0786415323378333
ENSG00000131724.11,ENSG00000131724,IL13RA1,3597,X,1,118727133,118794535,protein_coding,0.0254060680168916,0.981494821157558,-0.08736928965683,0.741781318965702,-0.00470645433939041,0.990130178035171,0.117145819952978,0.626558460597347
ENSG00000131725.14,ENSG00000131725,WDR44,54521,X,1,118346073,118449961,protein_coding,-0.0683457671563697,0.777225284398594,0.059496076706197,0.582889401165003,-0.0214243749257693,0.897639777292657,0.108766642654761,0.262997114409785
ENSG00000131732.12,ENSG00000131732,ZCCHC9,84240,5,1,81301587,81313297,protein_coding,0.0820328379575607,0.723995484396491,-0.134981321907592,0.206079291126599,-0.00822431138044811,0.964314228135362,-0.174100645411096,0.0827677515198276
ENSG00000131746.13,ENSG00000131746,TNS4,84951,17,-1,40475828,40501623,protein_coding,-0.257091585130802,0.768678016984047,-4.19798513713102,4.29830563033744e-09,-3.2325557965248,7.71930622575738e-07,-4.13924147841891,9.11373412250217e-10
ENSG00000131747.15,ENSG00000131747,TOP2A,7153,17,-1,40388525,40417896,protein_coding,0.0154452280643183,0.982503022188149,0.553615830975456,0.00134920421989633,0.194774131590975,0.3475198453592,-0.390608908199239,0.0127216824343212
ENSG00000131748.16,ENSG00000131748,STARD3,10948,17,1,39637090,39664201,protein_coding,0.121134229380197,0.25116434392602,-0.17433734318725,0.0141211657233448,-0.244519349072224,0.00429496428722304,0.0255201123705013,0.710906668258203
ENSG00000131759.18,ENSG00000131759,RARA,5914,17,1,40309180,40357643,protein_coding,-0.201498684231014,0.657083740959537,-0.682446916200777,0.00371644966612764,-0.659623621338415,0.0149098100772088,-0.399085646635384,0.0621530534820533
ENSG00000131773.14,ENSG00000131773,KHDRBS3,10656,8,1,135457456,135656722,protein_coding,0.308305737580895,0.58398033017209,-0.588528596605255,0.0522117632253856,-0.282287433473335,0.483571973300475,-0.577591089806594,0.0456105694172443
ENSG00000131778.19,ENSG00000131778,CHD1L,9557,1,1,147242654,147295765,protein_coding,-0.00921432991930025,0.981494821157558,-0.278440279273805,0.00204350885799907,-0.0663579294725712,0.576537959106265,-0.631107878202257,4.02473691850934e-08
ENSG00000131779.11,ENSG00000131779,PEX11B,8799,1,-1,145911350,145918717,protein_coding,0.0270141201751159,0.955874197695499,0.244932267918541,0.0558041460319641,0.229348641204078,0.141246489609997,0.333620867145351,0.00744376614301981
ENSG00000131781.13,ENSG00000131781,FMO5,2330,1,-1,147175351,147243050,protein_coding,0.0267848630275357,0.990122414644581,1.75680156082252,0.000222951821928397,1.00014400350327,0.0494057288809562,2.86806486501445,3.43552872895438e-07
ENSG00000131788.16,ENSG00000131788,PIAS3,10401,1,-1,145848522,145859836,protein_coding,-0.0956657685918858,0.737684434303704,0.412573916775751,0.00231836763740312,0.113087870680774,0.514100442229718,0.405987249199895,0.0016098147956783
ENSG00000131791.8,ENSG00000131791,PRKAB2,5565,1,-1,147155106,147172550,protein_coding,0.0740565885714431,0.855823175113871,0.102179293427281,0.522258960710372,0.169541366766476,0.392028849684036,0.217953539643345,0.131093251373481
ENSG00000131828.13,ENSG00000131828,PDHA1,5160,X,1,19343893,19361718,protein_coding,0.0767715795709878,0.517135337782614,0.00540745280169701,0.943691749393375,0.0166501565697275,0.877409329839962,-0.111345274909664,0.0778772183584166
ENSG00000131844.16,ENSG00000131844,MCCC2,64087,5,1,71579531,71658706,protein_coding,-0.00929464237532516,0.981494821157558,0.0852584374886152,0.348495519993066,0.0200063373946535,0.891417540380393,0.0160672442128877,0.858241260350299
ENSG00000131845.14,ENSG00000131845,ZNF304,57343,19,1,57351271,57359898,protein_coding,0.0178912074835378,0.969583900815116,0.0109050843587947,0.930738989622514,0.113971962291347,0.424530612233301,0.251553581050991,0.0161923884463392
ENSG00000131848.9,ENSG00000131848,ZSCAN5A,79149,19,-1,56219670,56368383,protein_coding,-0.0422100987657107,0.92306771183177,0.249812979571555,0.0596182532136878,0.170029189692752,0.31083764251706,0.118609378723521,0.345909324735099
ENSG00000131849.12,ENSG00000131849,ZNF132,7691,19,-1,58432814,58440153,protein_coding,-0.156994051755594,0.700419264127975,-0.00358328878641664,0.987352968154585,-0.111429214092226,0.68697589394502,0.212468858385222,0.236417613175065
ENSG00000131871.15,ENSG00000131871,SELENOS,55829,15,-1,101270817,101277500,protein_coding,0.124140696182544,0.565035033124756,-0.20064500834687,0.0864809347776954,-0.302674246612951,0.0315558341366131,-0.209000771186871,0.0592189854684982
ENSG00000131873.7,ENSG00000131873,CHSY1,22856,15,-1,101175727,101252048,protein_coding,-0.54288600094286,0.010943685229619,-1.00512977310105,1.47799331897563e-06,-0.493869537819191,0.0101547761569829,-1.29804920045189,1.18441728617358e-08
ENSG00000131876.17,ENSG00000131876,SNRPA1,6627,15,-1,101281510,101295282,protein_coding,0.0646953022180386,0.883348157574088,-0.370711638774731,0.0185058827486063,-0.019230167499732,0.941192049447997,-0.716771340270371,2.81788905255768e-05
ENSG00000131899.11,ENSG00000131899,LLGL1,3996,17,1,18225635,18244875,protein_coding,-0.0372383918185837,0.8628948161468,0.199300101449546,0.0143233490835232,0.0781858732596371,0.461903015640796,0.157995071705598,0.0376603916474831
ENSG00000131931.8,ENSG00000131931,THAP1,55145,8,-1,42836674,42843325,protein_coding,0.0429181840849838,0.889900391388344,-0.0399151338987439,0.728136804810805,-0.254369851935241,0.046028427463888,-0.00583721531699088,0.957025598585227
ENSG00000131941.8,ENSG00000131941,RHPN2,85415,19,-1,32978592,33064888,protein_coding,0.190295150127944,0.409232779804115,0.527647296866674,0.000556067950670145,0.43897653284498,0.00988566880732865,0.521210403934563,0.000334826698736532
ENSG00000131943.17,ENSG00000131943,C19orf12,83636,19,-1,29698937,29715789,protein_coding,-0.131315714835817,0.462964718962935,-0.270836650210636,0.0116320744793808,-0.231166077223061,0.0687413926118339,-0.0614592148162924,0.54570645985289
ENSG00000131944.9,ENSG00000131944,FAAP24,91442,19,1,32972209,32978229,protein_coding,0.00526264835068412,0.992780344054272,0.184790175147624,0.250373263470637,0.22762550782405,0.251444837022337,-0.255647820529162,0.0901754323833003
ENSG00000131966.14,ENSG00000131966,ACTR10,55860,14,1,58200080,58235636,protein_coding,0.169587654424355,0.0672042666657715,0.298498065890475,0.000103098942502714,0.132855226675782,0.105852718803407,0.372411055464194,2.56041358972205e-06
ENSG00000131979.19,ENSG00000131979,GCH1,2643,14,-1,54842008,54902826,protein_coding,-0.136054875797314,0.674979750450038,-0.268939859761088,0.0846758888789772,0.121178979537999,0.575420957860309,-0.212399068213102,0.149007246218548
ENSG00000131981.16,ENSG00000131981,LGALS3,3958,14,1,55124110,55145423,protein_coding,0.189939654248575,0.592138331761923,0.315424757341716,0.0949651326424605,0.187054618762465,0.453691170076575,0.600676679980949,0.00163575912136407
ENSG00000132000.13,ENSG00000132000,PODNL1,79883,19,-1,13931187,13953392,protein_coding,-0.196427077159123,0.707654580593787,0.585222074177248,0.0174018435498529,-0.0209193920621598,0.961520834058235,0.847666816509095,0.000659501858485997
ENSG00000132002.8,ENSG00000132002,DNAJB1,3337,19,-1,14514769,14560391,protein_coding,-0.252501553347748,0.281304717512126,0.190263190903652,0.215388913921222,-0.210451235039827,0.270567820388295,-0.228658191985328,0.112217404632599
ENSG00000132003.9,ENSG00000132003,ZSWIM4,65249,19,1,13795460,13832230,protein_coding,-0.438267935012972,0.399593787117149,-0.132835278714361,0.702561866846423,-0.64549031181185,0.0961814999354659,0.239197511953502,0.439531100051103
ENSG00000132004.13,ENSG00000132004,FBXW9,84261,19,-1,12688053,12696631,protein_coding,-0.134827112396851,0.542832818080884,-0.270955562028166,0.027939983742165,-0.000959263997635176,0.995803643933391,-0.275915940571588,0.0188666259939414
ENSG00000132005.9,ENSG00000132005,RFX1,5989,19,-1,13961530,14007039,protein_coding,-0.3157984937518,0.0105157626974718,0.28392994188058,0.00306979332938533,-0.0214585795021446,0.886127295620354,0.319192599259584,0.000639934125154321
ENSG00000132010.16,ENSG00000132010,ZNF20,7568,19,-1,12092843,12140355,protein_coding,0.251219770463092,0.557141492063528,0.274515619995764,0.241858767166786,-0.0204480205532215,0.959289805601104,0.254565981160474,0.247337927018233
ENSG00000132016.11,ENSG00000132016,BRME1,79173,19,-1,13882348,13906452,protein_coding,0.261578491034672,0.718012597076551,0.056604210284305,0.880824138595956,-0.200922296614993,0.67696200332442,-0.363378535330513,0.260764896513566
ENSG00000132017.10,ENSG00000132017,DCAF15,90379,19,1,13952492,13961449,protein_coding,-0.217546237435379,0.186529873077716,-0.112385176635632,0.327478439865733,-0.041722002283399,0.817359635286751,-0.660033896200424,1.15637610640673e-06
ENSG00000132024.17,ENSG00000132024,CC2D1A,54862,19,1,13906201,13930879,protein_coding,-0.0381852882712657,0.88292224862208,0.0390196590671327,0.690723868463332,-0.191935620516213,0.0812808133800723,0.0162156097762402,0.859090725895012
ENSG00000132031.13,ENSG00000132031,MATN3,4148,2,-1,19992052,20012668,protein_coding,0.118573356659109,0.832964578758757,0.0956332772700471,0.686767350519244,0.123776521928045,0.698398155808117,-0.173640718465096,0.410816491982675
ENSG00000132109.10,ENSG00000132109,TRIM21,6737,11,-1,4384897,4393702,protein_coding,-0.215793583646064,0.609479153728869,0.230086059143485,0.303517618684355,-0.211552611275707,0.469737467736674,0.694082424093395,0.00172190996419606
ENSG00000132122.12,ENSG00000132122,SPATA6,54558,1,-1,48295373,48472208,protein_coding,0.332891953176539,0.210126311632199,0.562822817355363,0.00288915662782238,0.0936331552921266,0.727321740364351,0.897596572336165,1.01322773593915e-05
ENSG00000132128.16,ENSG00000132128,LRRC41,10489,1,-1,46261196,46303616,protein_coding,0.115074730218759,0.30936465241263,-0.0270689151471134,0.732162592083406,-0.091045611673306,0.327177940771598,0.171687780164399,0.014408645693442
ENSG00000132141.14,ENSG00000132141,CCT6B,10693,17,-1,34927859,34981078,protein_coding,-0.440249457875988,0.299121089179355,0.450694272318801,0.0981609040947473,0.383786685794601,0.25452492243365,0.181868217485064,0.487223256891335
ENSG00000132153.15,ENSG00000132153,DHX30,22907,3,1,47802909,47850195,protein_coding,-0.0964971949157943,0.583497417592175,-0.367529216860355,0.000378697160981976,-0.0970689678648526,0.434009347969244,-0.580447073057492,5.284512859604e-07
ENSG00000132155.11,ENSG00000132155,RAF1,5894,3,-1,12583601,12664125,protein_coding,0.0389774393574955,0.577951975266008,0.0010665487006988,0.980199613066801,0.0848549529554529,0.0621216365031631,-0.0870474705645803,0.0161935456369987
ENSG00000132170.21,ENSG00000132170,PPARG,5468,3,1,12287368,12434356,protein_coding,0.0741158472423269,0.84257748067516,-0.0404635289295216,0.796125373103708,-0.129450275921251,0.500303510399721,0.00177651777835671,0.991134369812894
ENSG00000132182.12,ENSG00000132182,NUP210,23225,3,-1,13316235,13420322,protein_coding,-0.158857632422106,0.671690347520176,-0.445462777533087,0.0157157079462753,-0.29192306136246,0.188789442521489,-0.71551258934801,0.000188785635246224
ENSG00000132196.14,ENSG00000132196,HSD17B7,51478,1,1,162790702,162812823,protein_coding,0.321045927394663,0.227924674926149,1.79540907185712,4.29830563033744e-09,0.664096280887033,0.00277409314769667,1.72784811130823,1.18005755724125e-09
ENSG00000132199.20,ENSG00000132199,ENOSF1,55556,18,-1,670318,712662,protein_coding,-0.0205346505806912,0.953075795624471,-0.155806563646692,0.0816423564122229,0.0359925486369937,0.797694046250618,-0.313162208214271,0.000613458359882183
ENSG00000132205.11,ENSG00000132205,EMILIN2,84034,18,1,2847006,2916003,protein_coding,-0.222932657108758,0.575477945995999,-0.697911890918892,0.0022016919966038,-0.410798057184453,0.117967109364507,-0.27902775820501,0.169919641790196
ENSG00000132207.17,ENSG00000132207,SLX1A,548593,16,1,30193875,30197561,protein_coding,-0.898276725898279,0.860891266114313,0.911364803363448,0.630397008493889,-0.514905194159005,0.862846477732771,-1.85921162368646,0.335931752099334
ENSG00000132254.12,ENSG00000132254,ARFIP2,23647,11,-1,6474683,6481479,protein_coding,0.0163333289875103,0.961614155393484,-0.12594114202417,0.135770903263098,0.122304505609149,0.242336365234368,-0.183008730024072,0.0233768004246592
ENSG00000132256.18,ENSG00000132256,TRIM5,85363,11,-1,5663195,5938619,protein_coding,0.371393027005506,0.328882728691716,0.54701284214854,0.0254286202660169,0.232626512727603,0.469909095970587,0.953980932251813,0.000200931314343122
ENSG00000132274.16,ENSG00000132274,TRIM22,10346,11,1,5689697,5737089,protein_coding,0.0134006985146597,0.994658075229524,2.53549599753377,0.0138849681614209,0.703737556258371,0.595895527585436,4.44755678752024,0.000128455589144176
ENSG00000132275.11,ENSG00000132275,RRP8,23378,11,-1,6595072,6603616,protein_coding,-0.222389756430764,0.183951460786901,-0.550995628268483,4.16924523858598e-05,-0.266728235670332,0.0541593097468289,-0.653547052152117,1.66578506994417e-06
ENSG00000132286.12,ENSG00000132286,TIMM10B,26515,11,1,6481501,6484681,protein_coding,0.205888691453641,0.122235355325122,0.0692366497150249,0.480122359262227,-0.00237046624405048,0.987378206086709,0.16616544264945,0.0630909029861475
ENSG00000132294.15,ENSG00000132294,EFR3A,23167,8,1,131904093,132013642,protein_coding,0.0356466756386277,0.902897100858843,0.126409953020097,0.185837912364049,0.0470874471159314,0.742662427241252,0.306612134571014,0.00137861044550148
ENSG00000132300.19,ENSG00000132300,PTCD3,55037,2,1,86106223,86142157,protein_coding,0.127232552404835,0.364946590583947,-0.058674214092762,0.521682317958993,0.0486816499468672,0.703916140817209,-0.118786123466014,0.150129163574784
