,ensembl_gene_id,external_gene_name,entrezgene_id,chromosome_name,strand,start_position,end_position,gene_biotype,logFC,logCPM,F,PValue,FDR
ENSG00000134852.15,ENSG00000134852,CLOCK,9575,4,-1,55427903,55546909,protein_coding,-0.242255446,5.29494059,17.13017134,0.000138803,0.000729489
ENSG00000134864.10,ENSG00000134864,GGACT,87769,13,-1,100530164,100589528,protein_coding,0.328869607,2.559444931,9.661655363,0.003147856,0.010454047
ENSG00000134871.18,ENSG00000134871,COL4A2,1284,13,1,110305812,110513209,protein_coding,0.567630026,2.504041082,5.736219263,0.02053647,0.049923525
ENSG00000134873.10,ENSG00000134873,CLDN10,9071,13,1,95433604,95579759,protein_coding,-0.678604958,2.763653002,7.3206234,0.010653459,0.028938024
ENSG00000134882.15,ENSG00000134882,UBAC2,337867,13,1,99200774,99386504,protein_coding,0.010335381,6.12096335,0.032740294,0.857168241,0.910975362
ENSG00000134884.15,ENSG00000134884,ARGLU1,55082,13,-1,106541673,106568137,protein_coding,0.101273863,5.980432588,1.173184177,0.284115823,0.411352602
ENSG00000134897.14,ENSG00000134897,BIVM,54841,13,1,102799119,102841533,protein_coding,0.210895653,4.259761355,12.69554252,0.000835649,0.003400211
ENSG00000134899.20,ENSG00000134899,ERCC5,2073,13,1,102845831,102875995,protein_coding,0.245633839,5.739381735,9.876552568,0.002856798,0.009645418
ENSG00000134900.12,ENSG00000134900,TPP2,7174,13,1,102596958,102679958,protein_coding,-0.095592856,5.316562319,2.241350907,0.14085859,0.237973813
ENSG00000134901.13,ENSG00000134901,POGLUT2,79070,13,-1,102784281,102799040,protein_coding,0.007512064,2.518361618,0.005885827,0.939163319,0.964926575
ENSG00000134905.17,ENSG00000134905,CARS2,79587,13,-1,110641412,110713603,protein_coding,-0.073546064,5.252948186,0.63788426,0.428380754,0.559787422
ENSG00000134909.18,ENSG00000134909,ARHGAP32,9743,11,-1,128965060,129279324,protein_coding,-0.003225131,6.31470326,0.001504402,0.969220101,0.981937358
ENSG00000134910.13,ENSG00000134910,STT3A,3703,11,1,125591712,125625215,protein_coding,-0.226206095,7.453065423,17.40652042,0.000124716,0.000667964
ENSG00000134954.14,ENSG00000134954,ETS1,2113,11,-1,128458761,128587558,protein_coding,-0.338554007,6.816614377,8.884272695,0.00449084,0.014080915
ENSG00000134955.11,ENSG00000134955,SLC37A2,219855,11,1,125063302,125090516,protein_coding,-0.124748829,1.354059322,0.350264709,0.556718535,0.677049356
ENSG00000134970.14,ENSG00000134970,TMED7,51014,5,-1,115613210,115632992,protein_coding,-0.232067069,6.667909502,21.09082844,3.14E-05,0.000204258
ENSG00000134982.17,ENSG00000134982,APC,324,5,1,112707498,112846239,protein_coding,0.001204613,4.874721774,0.000354625,0.98505298,0.991969644
ENSG00000134986.13,ENSG00000134986,NREP,9315,5,-1,111662621,111997464,protein_coding,0.752485342,4.855626517,12.3200334,0.00098004,0.003876577
ENSG00000134987.11,ENSG00000134987,WDR36,134430,5,1,111092321,111130502,protein_coding,-0.500527044,5.442593611,69.35235841,6.65E-11,5.67E-09
ENSG00000134996.11,ENSG00000134996,OSTF1,26578,9,1,75088514,75147265,protein_coding,0.081556379,5.019876081,1.440870101,0.235842297,0.355386032
ENSG00000135002.12,ENSG00000135002,RFK,55312,9,-1,76385526,76394517,protein_coding,0.06499613,5.532494805,0.418737346,0.520625869,0.646342447
ENSG00000135018.14,ENSG00000135018,UBQLN1,29979,9,-1,83659968,83707958,protein_coding,-0.272477952,7.257897966,31.07245165,1.09E-06,1.17E-05
ENSG00000135040.15,ENSG00000135040,NAA35,60560,9,1,85941146,86025462,protein_coding,-0.168199079,4.71385699,11.69148584,0.001283377,0.004894421
ENSG00000135045.7,ENSG00000135045,C9orf40,55071,9,-1,74946583,74952912,protein_coding,-0.566504451,3.731837265,21.47021434,2.74E-05,0.000181834
ENSG00000135046.14,ENSG00000135046,ANXA1,301,9,1,73151865,73170393,protein_coding,-0.171597331,9.750138306,2.22997996,0.141847976,0.239285189
ENSG00000135047.15,ENSG00000135047,CTSL,1514,9,1,87724051,87731469,protein_coding,-0.317036385,6.557250652,4.632075992,0.036396051,0.080013702
ENSG00000135048.14,ENSG00000135048,CEMIP2,23670,9,-1,71683366,71816690,protein_coding,-0.200833999,6.589704118,4.211377153,0.045584587,0.096016324
ENSG00000135049.15,ENSG00000135049,AGTPBP1,23287,9,-1,85546539,85742029,protein_coding,0.016806525,4.445661675,0.088643959,0.767182803,0.845658949
ENSG00000135052.16,ENSG00000135052,GOLM1,51280,9,-1,86026146,86100173,protein_coding,0.325428095,8.409488568,21.47360026,2.73E-05,0.000181701
ENSG00000135069.14,ENSG00000135069,PSAT1,29968,9,1,78297125,78330093,protein_coding,-0.784742391,5.598112351,20.28804991,4.21E-05,0.000261979
ENSG00000135070.15,ENSG00000135070,ISCA1,81689,9,-1,86264546,86283102,protein_coding,-0.143761919,5.478229956,4.012389224,0.050785426,0.104908987
ENSG00000135074.15,ENSG00000135074,ADAM19,8728,5,-1,157395534,157575775,protein_coding,-0.749126558,4.831390372,20.91456521,3.35E-05,0.000215586
ENSG00000135083.15,ENSG00000135083,CCNJL,79616,5,-1,160249083,160345396,protein_coding,-0.136418556,4.467819785,0.823203062,0.368741737,0.499844138
ENSG00000135090.14,ENSG00000135090,TAOK3,51347,12,-1,118149801,118372907,protein_coding,0.011219009,5.660872058,0.031266413,0.860385378,0.913390717
ENSG00000135093.13,ENSG00000135093,USP30,84749,12,1,109023089,109088023,protein_coding,0.477869689,4.215191765,51.80717619,3.51E-09,1.09E-07
ENSG00000135097.7,ENSG00000135097,MSI1,4440,12,-1,120341330,120369164,protein_coding,-0.177788513,-0.022003095,0.180871026,0.672511232,0.772928865
ENSG00000135100.17,ENSG00000135100,HNF1A,6927,12,1,120978543,121002512,protein_coding,0.022349073,3.459031818,0.004357355,0.947672882,0.969628084
ENSG00000135108.14,ENSG00000135108,FBXO21,23014,12,-1,117141991,117190470,protein_coding,0.045819509,5.634864885,0.739127895,0.39417986,0.525391126
ENSG00000135111.16,ENSG00000135111,TBX3,6926,12,-1,114670255,114684175,protein_coding,0.004739845,4.557900254,0.000308148,0.986066713,0.99226643
ENSG00000135114.12,ENSG00000135114,OASL,8638,12,-1,121017763,121039246,protein_coding,-0.370796626,4.769558182,6.588801221,0.013408711,0.035098199
ENSG00000135119.14,ENSG00000135119,RNFT2,84900,12,1,116738178,116853631,protein_coding,0.0398202,1.607152425,0.072943055,0.788247484,0.862105685
ENSG00000135124.14,ENSG00000135124,P2RX4,5025,12,1,121210065,121234106,protein_coding,0.459013858,4.829273068,29.02176189,2.09E-06,2.02E-05
ENSG00000135127.11,ENSG00000135127,BICDL1,92558,12,1,119989236,120094494,protein_coding,0.103299984,3.338447199,0.569039874,0.454296284,0.58421231
ENSG00000135148.12,ENSG00000135148,TRAFD1,10906,12,1,112125538,112153604,protein_coding,0.455028715,5.482901201,74.17865085,2.49E-11,2.68E-09
ENSG00000135164.18,ENSG00000135164,DMTF1,9988,7,1,87152409,87196337,protein_coding,-0.057285656,5.183532095,0.324379743,0.571622095,0.68969452
ENSG00000135185.12,ENSG00000135185,TMEM243,79161,7,-1,87196160,87220587,protein_coding,-0.165054175,4.193017864,3.033037824,0.087939671,0.163856566
ENSG00000135205.15,ENSG00000135205,CCDC146,57639,7,1,77122434,77329533,protein_coding,1.058975835,2.629201106,30.82073539,1.18E-06,1.25E-05
ENSG00000135211.6,ENSG00000135211,TMEM60,85025,7,-1,77793728,77798434,protein_coding,-0.038662709,3.783425574,0.122847959,0.7274872,0.817223303
ENSG00000135218.19,ENSG00000135218,CD36,948,7,1,80369575,80679277,protein_coding,0.644279647,0.593963452,3.353232968,0.073233774,0.141407531
ENSG00000135220.11,ENSG00000135220,UGT2A3,79799,4,-1,68928463,68951804,protein_coding,0.876476273,-0.437435378,4.537878584,0.040607572,0.087555461
ENSG00000135241.17,ENSG00000135241,PNPLA8,50640,7,-1,108470417,108569666,protein_coding,0.114302451,5.0637438,4.02101835,0.05054693,0.104523664
ENSG00000135245.10,ENSG00000135245,HILPDA,29923,7,1,128455849,128458418,protein_coding,-0.86474273,4.445811702,26.89238713,4.19E-06,3.68E-05
ENSG00000135249.8,ENSG00000135249,RINT1,60561,7,1,105532169,105567677,protein_coding,-0.156611696,4.578258384,10.38346782,0.002276904,0.007957585
ENSG00000135250.17,ENSG00000135250,SRPK2,6733,7,-1,105110704,105399308,protein_coding,0.018885407,5.901286232,0.147337504,0.702774347,0.797369479
ENSG00000135253.13,ENSG00000135253,KCP,375616,7,-1,128862042,128910719,protein_coding,0.52759075,2.002474969,3.389179548,0.071760974,0.139142122
ENSG00000135269.18,ENSG00000135269,TES,26136,7,1,116210506,116258783,protein_coding,0.233378636,6.858315775,2.733618722,0.104730705,0.188146518
ENSG00000135272.10,ENSG00000135272,MDFIC,29969,7,1,114922094,115019917,protein_coding,-0.20021259,5.93954701,2.710408716,0.106176033,0.190260898
ENSG00000135297.15,ENSG00000135297,MTO1,25821,6,1,73461578,73509236,protein_coding,-0.170757488,4.569751743,14.64157199,0.000372982,0.001709446
ENSG00000135299.17,ENSG00000135299,ANKRD6,22881,6,1,89433152,89633834,protein_coding,0.501897158,1.893835189,7.49165936,0.008645394,0.024403491
ENSG00000135312.6,ENSG00000135312,HTR1B,3351,6,-1,77460924,77463491,protein_coding,0.290947775,0.660086182,0.514678955,0.478982447,0.60700852
ENSG00000135314.12,ENSG00000135314,KHDC1,80759,6,-1,73241314,73310365,protein_coding,0.12024618,1.976652812,0.611149824,0.438163818,0.569093301
ENSG00000135315.12,ENSG00000135315,CEP162,22832,6,-1,84124241,84227643,protein_coding,0.501499707,2.849215338,20.47799707,3.93E-05,0.000246265
ENSG00000135316.17,ENSG00000135316,SYNCRIP,10492,6,-1,85607779,85644063,protein_coding,-0.438984005,7.78266731,51.60021869,3.69E-09,1.12E-07
ENSG00000135317.13,ENSG00000135317,SNX14,57231,6,-1,85504776,85594156,protein_coding,-0.009743483,5.580937274,0.036398097,0.849493939,0.9057772
ENSG00000135318.12,ENSG00000135318,NT5E,4907,6,1,85449584,85495791,protein_coding,-1.163693766,7.93642353,34.41092609,3.91E-07,5.00E-06
ENSG00000135324.6,ENSG00000135324,MRAP2,112609,6,1,84033772,84090881,protein_coding,-0.009704852,1.605709051,0.002784154,0.958161274,0.975837922
ENSG00000135333.14,ENSG00000135333,EPHA7,2045,6,-1,93240020,93419687,protein_coding,0.416496844,3.468147945,1.827700117,0.182685108,0.291975369
ENSG00000135334.9,ENSG00000135334,AKIRIN2,55122,6,-1,87674860,87702233,protein_coding,-0.109730184,5.152087749,5.090178302,0.028616689,0.065488754
ENSG00000135336.14,ENSG00000135336,ORC3,23595,6,1,87590067,87667453,protein_coding,-0.155413388,4.358263131,6.671631962,0.012872945,0.033939827
ENSG00000135338.14,ENSG00000135338,LCA5,167691,6,-1,79484991,79537458,protein_coding,0.243221557,3.073910368,2.388997608,0.128707703,0.222321498
ENSG00000135341.18,ENSG00000135341,MAP3K7,6885,6,-1,90513573,90587086,protein_coding,-0.072098978,5.348507919,3.271160763,0.07672353,0.146665687
ENSG00000135362.14,ENSG00000135362,PRR5L,79899,11,1,36296288,36465204,protein_coding,-0.415733526,2.468394722,5.623936431,0.021743017,0.052337105
ENSG00000135365.15,ENSG00000135365,PHF21A,51317,11,-1,45929319,46121454,protein_coding,0.219437807,4.823690868,6.797423981,0.012102433,0.03216649
ENSG00000135372.9,ENSG00000135372,NAT10,55226,11,1,34105617,34147670,protein_coding,-0.363065307,6.146529005,22.45043524,1.93E-05,0.000134949
ENSG00000135373.12,ENSG00000135373,EHF,26298,11,1,34621093,34663288,protein_coding,0.217701284,6.745521892,1.576266513,0.216018829,0.332431581
ENSG00000135378.4,ENSG00000135378,PRRG4,79056,11,1,32829927,32858120,protein_coding,0.303043543,3.999648479,3.024158175,0.08839191,0.164461791
ENSG00000135387.21,ENSG00000135387,CAPRIN1,4076,11,1,34051731,34102610,protein_coding,-0.082255634,8.147031935,5.107408664,0.028361525,0.065037409
ENSG00000135390.19,ENSG00000135390,ATP5MC2,517,12,-1,53632726,53677408,protein_coding,0.153869232,7.525677891,1.618081668,0.209438875,0.32475442
ENSG00000135392.16,ENSG00000135392,DNAJC14,85406,12,-1,55820960,55830824,protein_coding,0.067569791,5.474704023,3.84906881,0.055539381,0.113145109
ENSG00000135404.11,ENSG00000135404,CD63,967,12,-1,55725323,55729707,protein_coding,0.056218944,9.25241406,0.403293899,0.528384703,0.652249079
ENSG00000135407.10,ENSG00000135407,AVIL,10677,12,-1,57797376,57818734,protein_coding,0.514640727,0.770809085,4.236481009,0.04497081,0.095020675
ENSG00000135414.9,ENSG00000135414,GDF11,10220,12,1,55743122,55757264,protein_coding,-0.079391364,3.693900545,0.880621371,0.352692247,0.483439968
ENSG00000135423.13,ENSG00000135423,GLS2,27165,12,-1,56470944,56488414,protein_coding,0.100060098,2.382713549,0.219106151,0.642064761,0.747761744
ENSG00000135424.16,ENSG00000135424,ITGA7,3679,12,-1,55684568,55716404,protein_coding,0.082868755,2.197138541,0.248561627,0.620348514,0.729853653
ENSG00000135437.9,ENSG00000135437,RDH5,5959,12,1,55720367,55724705,protein_coding,0.237217233,1.299359578,0.744046818,0.392622671,0.524353299
ENSG00000135441.7,ENSG00000135441,BLOC1S1,2647,12,1,55716038,55720087,protein_coding,0.18148816,5.650673002,1.823145003,0.183221339,0.292589382
ENSG00000135446.17,ENSG00000135446,CDK4,1019,12,-1,57747727,57756013,protein_coding,-0.255673978,7.319280632,5.288688027,0.025820531,0.060267294
ENSG00000135451.13,ENSG00000135451,TROAP,10024,12,1,49323236,49331731,protein_coding,-0.600607219,4.55251635,23.77925296,1.21E-05,9.09E-05
ENSG00000135452.10,ENSG00000135452,TSPAN31,6302,12,1,57738013,57750219,protein_coding,0.246289602,5.320253687,7.327849501,0.009353662,0.026037161
ENSG00000135454.14,ENSG00000135454,B4GALNT1,2583,12,-1,57623409,57633239,protein_coding,0.160362469,4.459891953,0.394598759,0.532845746,0.656178324
ENSG00000135457.9,ENSG00000135457,TFCP2,7024,12,-1,51093656,51173135,protein_coding,0.055679665,5.328179555,0.588939858,0.446557991,0.576811872
ENSG00000135469.13,ENSG00000135469,COQ10A,93058,12,1,56266890,56270966,protein_coding,0.324188632,3.13748217,15.0485198,0.000316309,0.001472755
ENSG00000135473.15,ENSG00000135473,PAN2,9924,12,-1,56316223,56334053,protein_coding,0.443065984,5.139323936,11.90990516,0.001168096,0.004501933
ENSG00000135476.11,ENSG00000135476,ESPL1,9700,12,1,53268299,53293638,protein_coding,-1.013838016,4.424430235,52.29772161,3.11E-09,1.00E-07
ENSG00000135480.16,ENSG00000135480,KRT7,3855,12,1,52232520,52252186,protein_coding,0.023516661,9.379002347,0.017340353,0.895781225,0.936635157
ENSG00000135482.7,ENSG00000135482,ZC3H10,84872,12,1,56118260,56127514,protein_coding,0.142142243,3.611671032,5.267221929,0.026108216,0.060770291
ENSG00000135486.17,ENSG00000135486,HNRNPA1,3178,12,1,54280193,54287088,protein_coding,-0.244285714,10.64300533,14.42978097,0.000406594,0.001841569
ENSG00000135503.13,ENSG00000135503,ACVR1B,91,12,1,51951699,51997078,protein_coding,0.225995702,5.359793122,6.041344474,0.017605492,0.044120182
ENSG00000135506.16,ENSG00000135506,OS9,10956,12,1,57693841,57728342,protein_coding,0.428561745,8.398050788,44.03693051,2.57E-08,5.35E-07
ENSG00000135519.8,ENSG00000135519,KCNH3,23416,12,1,49539030,49558337,protein_coding,1.354234534,2.692728139,31.75385816,8.80E-07,9.73E-06
ENSG00000135521.9,ENSG00000135521,LTV1,84946,6,1,143843338,143863812,protein_coding,-0.472048139,4.912212089,69.54404199,6.39E-11,5.54E-09
ENSG00000135525.18,ENSG00000135525,MAP7,9053,6,-1,136342281,136550819,protein_coding,-0.079096382,5.487914459,0.494179552,0.485437379,0.612801895
ENSG00000135535.17,ENSG00000135535,CD164,8763,6,-1,109366514,109382467,protein_coding,0.015787127,8.187957022,0.090662166,0.764627131,0.844154369
ENSG00000135537.16,ENSG00000135537,AFG1L,246269,6,1,108294991,108526796,protein_coding,-0.087075889,2.068943253,0.982155539,0.326597257,0.456307961
ENSG00000135540.11,ENSG00000135540,NHSL1,57224,6,-1,138422043,138692571,protein_coding,-0.492476824,4.31286747,14.94372598,0.000329981,0.001530596
ENSG00000135541.21,ENSG00000135541,AHI1,54806,6,-1,135283407,135498434,protein_coding,-0.000245919,4.163791241,5.69E-06,0.998107007,0.999145466
ENSG00000135549.15,ENSG00000135549,PKIB,5570,6,1,122471917,122726373,protein_coding,0.583385332,3.778679394,4.069643339,0.049225661,0.102262438
ENSG00000135587.9,ENSG00000135587,SMPD2,6610,6,1,109440724,109443919,protein_coding,0.148072866,3.775472543,3.600851149,0.06372506,0.12639914
ENSG00000135596.18,ENSG00000135596,MICAL1,64780,6,-1,109444062,109465968,protein_coding,0.363334495,4.431923575,7.779114186,0.007536457,0.02171467
ENSG00000135597.18,ENSG00000135597,REPS1,85021,6,-1,138903493,138988261,protein_coding,-0.066798218,5.019649622,2.509468817,0.119678693,0.20920021
ENSG00000135605.13,ENSG00000135605,TEC,7006,4,-1,48135783,48269838,protein_coding,-0.121686144,2.354801772,1.747949366,0.192350664,0.30408102
ENSG00000135617.4,ENSG00000135617,PRADC1,84279,2,-1,73228010,73233239,protein_coding,0.15157255,3.67103124,1.131790227,0.292674119,0.420559034
ENSG00000135622.13,ENSG00000135622,SEMA4F,10505,2,1,74654228,74683853,protein_coding,0.322858943,4.023841152,19.70203607,5.23E-05,0.000316263
ENSG00000135624.16,ENSG00000135624,CCT7,10574,2,1,73233420,73253021,protein_coding,-0.362394617,8.629905596,27.81831196,3.09E-06,2.85E-05
ENSG00000135625.7,ENSG00000135625,EGR4,1961,2,-1,73290929,73293701,protein_coding,-1.31499994,-0.268000785,13.72559312,0.000633852,0.002692324
ENSG00000135631.16,ENSG00000135631,RAB11FIP5,26056,2,-1,73073382,73156721,protein_coding,-0.008590945,5.825722298,0.025803887,0.873048951,0.921627694
ENSG00000135632.12,ENSG00000135632,SMYD5,10322,2,1,73214222,73227221,protein_coding,-0.105490145,5.228612402,3.552231696,0.065478957,0.129117486
ENSG00000135636.14,ENSG00000135636,DYSF,8291,2,1,71453561,71686763,protein_coding,0.615977042,3.693298595,9.144909266,0.003983391,0.012720785
ENSG00000135637.13,ENSG00000135637,CCDC142,84865,2,-1,74471986,74483408,protein_coding,0.076400249,3.260895269,1.027394161,0.315813143,0.445165659
ENSG00000135638.13,ENSG00000135638,EMX1,2016,2,1,72916260,72936071,protein_coding,0.469279169,-0.414421088,1.423769222,0.238601767,0.358861747
ENSG00000135643.5,ENSG00000135643,KCNMB4,27345,12,1,70366290,70434292,protein_coding,0.473032863,4.403608077,4.134649294,0.04751779,0.099219444
ENSG00000135655.16,ENSG00000135655,USP15,9958,12,1,62260338,62417431,protein_coding,-0.072398364,5.357008241,2.250797005,0.140042745,0.236862855
ENSG00000135677.11,ENSG00000135677,GNS,2799,12,-1,64713445,64759431,protein_coding,0.200524319,7.064575851,8.847070721,0.004568661,0.01427839
ENSG00000135678.12,ENSG00000135678,CPM,1368,12,-1,68842197,68971570,protein_coding,0.233842781,2.158815172,1.021240394,0.317251731,0.446772694
ENSG00000135679.24,ENSG00000135679,MDM2,4193,12,1,68808177,68845544,protein_coding,-0.190036275,5.772390029,12.80857382,0.000796699,0.003267826
ENSG00000135686.13,ENSG00000135686,KLHL36,79786,16,1,84648511,84667686,protein_coding,0.250385731,5.688654745,21.32686527,2.88E-05,0.000189996
ENSG00000135697.10,ENSG00000135697,BCO1,53630,16,1,81238689,81291142,protein_coding,0.79362583,0.893819508,8.826220271,0.004612899,0.014403279
ENSG00000135698.10,ENSG00000135698,MPHOSPH6,10200,16,-1,82147798,82170224,protein_coding,-0.537813075,4.178607727,23.39098376,1.38E-05,0.000101672
ENSG00000135709.12,ENSG00000135709,KIAA0513,9764,16,1,85027782,85094230,protein_coding,0.351149309,2.951650281,9.835701238,0.002909862,0.009780827
ENSG00000135720.13,ENSG00000135720,DYNC1LI2,1783,16,-1,66720893,66751609,protein_coding,0.032446757,7.04836393,0.275954161,0.60176431,0.714820012
ENSG00000135722.9,ENSG00000135722,FBXL8,55336,16,1,67159932,67164570,protein_coding,0.438821941,3.794571777,18.98221399,6.84E-05,0.000398283
ENSG00000135723.14,ENSG00000135723,FHOD1,29109,16,-1,67229387,67247481,protein_coding,-0.075456719,5.612691583,0.484610143,0.489671928,0.616918161
ENSG00000135736.6,ENSG00000135736,CCDC102A,92922,16,-1,57512181,57536571,protein_coding,0.547486306,4.428443076,29.37481523,1.87E-06,1.85E-05
ENSG00000135740.17,ENSG00000135740,SLC9A5,6553,16,1,67237683,67272191,protein_coding,0.151301487,1.126746014,0.793614009,0.830022417,0.892181112
ENSG00000135744.8,ENSG00000135744,AGT,183,1,-1,230690776,230745576,protein_coding,1.646157487,0.78248663,19.94048304,5.62E-05,0.000336534
ENSG00000135749.19,ENSG00000135749,PCNX2,80003,1,-1,232983435,233295725,protein_coding,0.169597832,4.168398011,4.46431875,0.039793679,0.086080111
ENSG00000135750.14,ENSG00000135750,KCNK1,3775,1,1,233614106,233672514,protein_coding,-0.419096371,6.174042062,3.069072977,0.086860811,0.162299226
ENSG00000135763.10,ENSG00000135763,URB2,9816,1,1,229626247,229660200,protein_coding,-0.676763069,4.034995382,48.37338106,8.28E-09,2.15E-07
ENSG00000135766.8,ENSG00000135766,EGLN1,54583,1,-1,231363751,231422287,protein_coding,-0.343551463,6.218919923,26.56426339,4.68E-06,4.04E-05
ENSG00000135773.13,ENSG00000135773,CAPN9,10753,1,1,230747384,230802003,protein_coding,1.900348647,3.633952626,48.77548314,1.30E-08,3.09E-07
ENSG00000135775.14,ENSG00000135775,COG2,22796,1,1,230642481,230693982,protein_coding,0.137498654,4.893301344,6.177724214,0.01644314,0.041688142
ENSG00000135776.5,ENSG00000135776,ABCB10,23456,1,-1,229516582,229558707,protein_coding,-0.276102694,4.7147148,15.87731576,0.000227006,0.001108565
ENSG00000135778.12,ENSG00000135778,NTPCR,84284,1,1,232950605,232983882,protein_coding,0.120021205,5.025936233,4.075348115,0.049073134,0.10202425
ENSG00000135801.9,ENSG00000135801,TAF5L,27097,1,-1,229593134,229626122,protein_coding,-0.122576506,5.052746113,8.161512145,0.006289349,0.018732256
ENSG00000135821.18,ENSG00000135821,GLUL,2752,1,-1,182378098,182392206,protein_coding,0.165966786,8.410601866,0.402933917,0.528568044,0.652296065
ENSG00000135823.14,ENSG00000135823,STX6,10228,1,-1,180972712,181023121,protein_coding,-0.159784287,5.656108538,14.34665622,0.000420641,0.001898806
ENSG00000135828.11,ENSG00000135828,RNASEL,6041,1,-1,182573634,182589256,protein_coding,0.404316337,3.451919924,17.02296783,0.000144707,0.00075668
ENSG00000135829.17,ENSG00000135829,DHX9,1660,1,1,182839347,182887982,protein_coding,-0.274343482,7.369709514,15.38577,0.000276194,0.001309054
ENSG00000135835.12,ENSG00000135835,KIAA1614,57710,1,1,180912897,180951614,protein_coding,0.215953437,1.330667803,1.284349855,0.262675831,0.387074
ENSG00000135837.16,ENSG00000135837,CEP350,9857,1,1,179954674,180114880,protein_coding,-0.125312408,5.349443186,2.374620192,0.12983642,0.223844436
ENSG00000135838.13,ENSG00000135838,NPL,80896,1,1,182789293,182830384,protein_coding,0.158882377,1.758729329,1.304694541,0.259621829,0.383622865
ENSG00000135842.17,ENSG00000135842,NIBAN1,116496,1,-1,184790724,184974508,protein_coding,0.251890026,4.972738838,2.254388438,0.139733992,0.236489115
ENSG00000135845.10,ENSG00000135845,PIGC,5279,1,-1,172370189,172444086,protein_coding,0.179058341,5.042021768,8.161299783,0.006289977,0.018732256
ENSG00000135862.6,ENSG00000135862,LAMC1,3915,1,1,183023420,183145592,protein_coding,-0.19087104,7.263938424,5.24312552,0.026435263,0.06139362
ENSG00000135870.11,ENSG00000135870,RC3H1,149041,1,-1,173931084,174022357,protein_coding,0.107672384,4.63064609,2.819968904,0.099545049,0.180807957
ENSG00000135899.17,ENSG00000135899,SP110,3431,2,-1,230165186,230225729,protein_coding,0.089381376,3.911175313,1.79552824,0.186512835,0.297035693
ENSG00000135900.4,ENSG00000135900,MRPL44,65080,2,1,223957463,223967714,protein_coding,-0.190908714,5.092639106,11.24690333,0.001556548,0.005734874
ENSG00000135903.19,ENSG00000135903,PAX3,5077,2,-1,222199887,222298998,protein_coding,0.861539276,-1.262281732,2.182553068,0.152922921,0.25396027
ENSG00000135912.11,ENSG00000135912,TTLL4,9654,2,1,218710835,218755416,protein_coding,-0.284292608,4.732517992,19.41032519,5.83E-05,0.000346165
ENSG00000135913.11,ENSG00000135913,USP37,57695,2,-1,218450251,218568351,protein_coding,-0.494982623,3.530282036,26.49996304,4.78E-06,4.11E-05
ENSG00000135916.16,ENSG00000135916,ITM2C,81618,2,1,230864639,230879248,protein_coding,0.225279937,8.093372191,10.13308459,0.002546045,0.008744319
ENSG00000135919.13,ENSG00000135919,SERPINE2,5270,2,-1,223975045,224039318,protein_coding,-1.084901326,7.216149631,21.99848518,2.26E-05,0.000154364
ENSG00000135924.15,ENSG00000135924,DNAJB2,3300,2,1,219279342,219286898,protein_coding,0.686645141,6.688407738,113.2920362,2.85E-14,2.25E-11
ENSG00000135925.9,ENSG00000135925,WNT10A,80326,2,1,218880852,218899581,protein_coding,0.531587064,3.654449855,4.116883104,0.047978044,0.099994468
ENSG00000135926.15,ENSG00000135926,TMBIM1,64114,2,-1,218274197,218292586,protein_coding,-0.046127422,8.315347631,0.496765714,0.484303525,0.61185223
ENSG00000135929.9,ENSG00000135929,CYP27A1,1593,2,1,218781749,218815293,protein_coding,0.721083694,1.302761202,7.405622262,0.009010012,0.025263292
ENSG00000135930.14,ENSG00000135930,EIF4E2,9470,2,1,232550659,232583644,protein_coding,0.018899836,6.423176749,0.115669619,0.735251446,0.8224243
ENSG00000135931.17,ENSG00000135931,ARMC9,80210,2,1,231198546,231376848,protein_coding,0.074530012,3.581816678,1.032473158,0.314632369,0.443919348
ENSG00000135932.11,ENSG00000135932,CAB39,51719,2,1,230712842,230821075,protein_coding,-0.188221382,6.984514694,10.97300536,0.001754727,0.006353812
ENSG00000135940.6,ENSG00000135940,COX5B,1329,2,1,97646062,97648383,protein_coding,0.147854151,6.986960013,1.171066144,0.28454578,0.411733984
ENSG00000135945.10,ENSG00000135945,REV1,51455,2,-1,99400475,99490035,protein_coding,0.031643116,4.711084297,0.210428264,0.648485802,0.75315604
ENSG00000135951.15,ENSG00000135951,TSGA10,80705,2,-1,98997261,99154964,protein_coding,0.819375501,1.121292207,36.05863028,2.40E-07,3.33E-06
ENSG00000135953.11,ENSG00000135953,MFSD9,84804,2,-1,102714630,102736888,protein_coding,0.10762567,4.390540694,4.249555849,0.044654703,0.094515846
ENSG00000135956.8,ENSG00000135956,TMEM127,55654,2,-1,96248514,96265997,protein_coding,0.277746222,6.62192073,32.55756543,6.87E-07,7.95E-06
ENSG00000135960.10,ENSG00000135960,EDAR,10913,2,-1,108894471,108989372,protein_coding,-0.751490816,3.737986744,3.738761206,0.059704715,0.119979488
ENSG00000135966.13,ENSG00000135966,TGFBRAP1,9392,2,-1,105264391,105329735,protein_coding,-0.074447823,5.320888206,2.032607941,0.160375696,0.263542837
ENSG00000135968.20,ENSG00000135968,GCC2,9648,2,1,108449107,108509415,protein_coding,0.001684603,5.729621288,0.000420729,0.983719544,0.991575511
ENSG00000135972.9,ENSG00000135972,MRPS9,64965,2,1,105038069,105099960,protein_coding,-0.129853407,5.1067941,5.790867635,0.019975368,0.04884157
